Name,Specialty,Contact,Department
Christian Bell,General Medicine,0777249873,Neurology
Sarah Norris,General Medicine,1531655160,Surgery
Jasmine Reed,Cardiology,7750719541,Cardiology
Jessica Sutton,Radiology,8624212288,General
Amber Rodriguez,Radiology,1010336145,Surgery
Nathaniel Jackson,General Medicine,9895281609,Surgery
Chad Thomas,Cardiology,8732545721,Surgery
Elizabeth Wallace,General Medicine,5036423256,Neurology
Toni Guzman,Radiology,6127202937,General
Benjamin Allen,Cardiology,6528452027,General
Raven Baker,General Medicine,7363354593,General
Rebecca Anderson,Radiology,2606340336,Cardiology
Lisa Jackson,Cardiology,7205289768,Neurology
Anthony Jones,Radiology,6463455891,General
Nicole Brown,Cardiology,9030599243,Surgery
Janice Woodard,Cardiology,8893572119,Neurology
Teresa Blackburn,Radiology,6450605788,Cardiology
William Martin,Radiology,2228648592,Cardiology
David Obrien,Neurology,1904602397,Surgery
Elizabeth Snyder,Cardiology,4573588406,Surgery
Anthony Smith,General Medicine,5544913443,Neurology
Kristy Davis MD,General Medicine,4043288821,General
Ashley Sanchez,General Medicine,5847587974,Neurology
Mary Chavez,Radiology,9622040303,Cardiology
Jerry Johnson,Neurology,3425259573,Surgery
Alejandra Hill,Neurology,8252383645,Cardiology
Eric Warren,General Medicine,9711527864,General
Tracy Carpenter,Radiology,2871638372,General
Shane Pope,Radiology,3213979238,General
Mary Boone,Radiology,4198956606,General
Evan Keller,Cardiology,8893312588,Cardiology
Christopher Sloan,Neurology,8043944633,Cardiology
Rachel Smith,Cardiology,8821910881,Neurology
Julie Diaz,General Medicine,9479143706,Neurology
Audrey Brown PhD,Radiology,5058719349,Neurology
Alexander Salazar,Neurology,5374354861,General
Matthew Delgado,Neurology,6278249613,General
Brett Ayala,Cardiology,5472659801,Surgery
John Taylor,Cardiology,1047883692,Surgery
William Brewer,Cardiology,8314265998,Surgery
Mark Walker,Cardiology,4590576790,Cardiology
Juan Walsh,Radiology,9453083305,Neurology
Miranda Osborn,Radiology,0744605910,Cardiology
Tammy Ballard,Neurology,8739081436,General
Holly Patel,Neurology,6247879767,Neurology
Victoria Smith,General Medicine,1264602255,General
Darlene Green,General Medicine,4796658336,General
Steven Villa,Cardiology,8668832426,Neurology
Brandon Friedman,Cardiology,8352969989,Cardiology
Rachel Barnes,Neurology,4752786190,Neurology
Janet Martinez,Cardiology,0512014779,Surgery
Debbie Kennedy,General Medicine,1372952561,Neurology
Joseph Marsh,Neurology,8758122466,Surgery
James Farrell,Cardiology,8204708876,Surgery
Shannon Pruitt,Radiology,6535071095,Cardiology
Mr. Johnathan Mccall MD,Radiology,7578335204,Neurology
Robert Hardy,General Medicine,6886607096,Cardiology
Mary Hubbard,Neurology,0171143904,Cardiology
Jessica Murphy,Neurology,6227943478,Cardiology
James Hughes,Radiology,2491115797,Surgery
Matthew Jones,Radiology,8851452330,Surgery
Robert Fowler,Neurology,9789306833,General
Jose Jackson,Radiology,6058853440,Surgery
Michael Zavala,Neurology,0255230236,General
Susan Galvan,Neurology,8416642511,Surgery
Samantha Wallace,General Medicine,3124483989,Surgery
Mr. Dustin Campbell,Cardiology,6457982544,General
Frances Lee,Neurology,7024458534,General
Brian Washington,General Medicine,5449496618,Surgery
Daniel Avila,Neurology,2650832844,Surgery
Mark Adams,Neurology,2148167243,General
Kevin Rodriguez,Neurology,7527299303,General
Jessica Aguilar,Cardiology,5640541942,Surgery
Jasmine Walker,General Medicine,9450407326,Neurology
Curtis Reeves,Neurology,3204592850,Surgery
Kaitlyn Wallace,Neurology,6126635952,General
Tammy Turner,Neurology,8158242778,Cardiology
Maria Bradford,Neurology,7874622208,Cardiology
Joseph Olson,Neurology,9871066857,General
Kathleen Callahan,Radiology,2014360411,Neurology
Angela Merritt,Radiology,7164534767,Neurology
Michael Woods,Radiology,0775378502,Cardiology
Derrick House,Cardiology,7541724489,Cardiology
Tony Lane,Neurology,1840702346,General
Shirley Smith,Radiology,0290687886,General
Mr. Michael Jones,Radiology,6011000882,Surgery
Sarah Case,Neurology,0700178358,General
Roger Kirk,Cardiology,5989207333,General
Elizabeth Mendez,Neurology,7990557465,Surgery
Justin Price,Radiology,7623340042,Neurology
Cassandra Thomas,Cardiology,7208372612,Cardiology
William Merritt,Cardiology,5800081682,Cardiology
Jeffery Johnson,Radiology,2357587950,Neurology
Samantha Jones,Neurology,4653243223,Surgery
Dean Martinez,General Medicine,0155454786,Cardiology
Reginald Rodriguez,Radiology,8812801702,Cardiology
Craig James,Radiology,8743674995,Neurology
Philip Wood,General Medicine,7437437195,General
Mr. Christopher Berry,General Medicine,6932798369,Cardiology
John Maldonado,Neurology,7119286364,Cardiology
Molly Berry,General Medicine,7080990256,Surgery
Todd Sanders,General Medicine,5165208383,Cardiology
Michael Gordon,Cardiology,0045301962,General
Anna Curtis,Radiology,4091497171,General
Connie Garcia,Cardiology,2178421495,Surgery
Melissa Richardson,General Medicine,8586562031,Surgery
Terri Smith,General Medicine,6341557343,Surgery
Karen Smith,General Medicine,2083307265,Cardiology
Justin Rodriguez,General Medicine,2499521800,Neurology
Danielle Sanders,Radiology,9411321007,General
Mr. Nicholas Russell,Radiology,2395552004,Neurology
Diana Klein,Radiology,1170400417,Surgery
Michael Harrison,Neurology,5209113127,General
Christopher Odom,Neurology,1479323615,Surgery
Kenneth Hanson,Neurology,7847609225,General
Donald Gonzalez,Radiology,2215736125,General
Nathan Rivera,Radiology,3429534886,Surgery
James Mcguire,Cardiology,3738243090,Cardiology
John Spears,General Medicine,5942594237,Cardiology
Lisa Mcguire MD,Neurology,1649973983,General
Tyler Smith,Neurology,1230381724,Surgery
Mark Brown,Neurology,6728832897,Neurology
Marcus Rivas,Neurology,1105265785,General
Jennifer Carrillo,Cardiology,9001146799,General
Ashley Hicks,Radiology,7063757958,Surgery
Brian Mcconnell,Cardiology,6647778515,Neurology
Jason Soto,Radiology,8818868124,Neurology
Alexis Newman,Cardiology,4412324664,Surgery
Stacey Robinson,General Medicine,7367494586,General
Dana Benjamin,General Medicine,3158815274,Surgery
Anita Walsh,Neurology,2382001811,Surgery
Cody Zimmerman,Neurology,6190023142,Surgery
Kelly Young,Cardiology,0828751802,Cardiology
Kristi Knight,Radiology,3286370449,Cardiology
Joseph Farrell,Radiology,4857728562,Surgery
Ruben Turner,Neurology,6827866791,General
Caitlin Shaw,Neurology,5871780038,Neurology
Ryan Ponce,Radiology,6794844184,Surgery
Alicia Lopez,Neurology,8476539194,Surgery
Daniel Cooke,Cardiology,2871280141,Surgery
Noah Reynolds,Radiology,1258131776,Surgery
Jeffery Johnson,General Medicine,5313972252,Neurology
Chelsea Hays,Neurology,1539880138,Neurology
Jonathan King,General Medicine,3621663859,Cardiology
Carolyn Scott,Cardiology,3047837989,Surgery
Mark Peterson,General Medicine,4873265918,Cardiology
Jill Smith,General Medicine,8978880204,Surgery
Wayne Price,Neurology,9675861028,Surgery
Frederick Vasquez,Neurology,1986753950,General
Gerald Adams,Cardiology,9578779677,Neurology
Terry Miller,Cardiology,1538268374,Cardiology
Susan Obrien,General Medicine,7959097146,Cardiology
Emily Bennett,General Medicine,2483970014,Neurology
Edward Liu,Radiology,3886738746,Surgery
Sarah Hays,Radiology,9296329047,General
John Mendez,Cardiology,0479929104,Surgery
Melissa Buchanan,Neurology,7443806961,Neurology
Margaret Payne,Cardiology,3162774903,Neurology
William Jordan,General Medicine,4137769845,General
Michelle Williams,Neurology,2400251118,Surgery
Travis Munoz,General Medicine,8371725144,Surgery
Joshua Johnson,Radiology,0706734081,Neurology
Nicole Knight,General Medicine,5072697899,Cardiology
Julia Lucas,Neurology,8993394268,Cardiology
Brian Clark,General Medicine,5613501303,Neurology
Michael Moore,Radiology,3049850418,Cardiology
Michelle Ross MD,General Medicine,2046592378,Cardiology
Meredith Hoover,General Medicine,8506393949,Cardiology
Nicole Osborne,General Medicine,4417444957,Cardiology
Aaron Garcia,Neurology,8088679233,General
Jared Klein,Neurology,2586367460,Surgery
Cesar Green,General Medicine,9859013676,Surgery
Suzanne Casey,General Medicine,8501498128,Cardiology
Alexis Smith,General Medicine,0711499259,Cardiology
Patricia Smith,Radiology,5423457392,General
Randy Clark,Radiology,2869065541,General
Dennis Brewer,General Medicine,3403487986,Cardiology
Aaron Miller,Neurology,9724330267,Surgery
James Kelly,Cardiology,1881852956,General
Monica Hamilton,Neurology,2389121593,Surgery
Susan Gomez DDS,Radiology,7593448641,General
Brandon Peters,Radiology,4869103559,Neurology
Stephen Brown,Neurology,2806423669,General
Mrs. Claudia Johnson,Cardiology,3834623320,Surgery
Andrew Mcdonald,Neurology,9706817427,Cardiology
Jacqueline Rodriguez,Cardiology,2216675891,General
Ronald Thomas,Radiology,3749532619,Cardiology
Bradley Cook,Neurology,4039686053,General
Kelly Allen,Radiology,3963823407,General
Brandon Charles,Cardiology,6663399630,Neurology
James Kennedy,General Medicine,5528384442,Neurology
Stephen Jones,Radiology,8127568210,Cardiology
Thomas Smith,General Medicine,3545293798,Cardiology
Daniel Brown,General Medicine,8576908193,Cardiology
Michael Sanchez,Neurology,8929931587,Cardiology
Robert Zuniga,Neurology,7196593794,General
Colleen Velazquez,General Medicine,8223722766,Neurology
Brian Garrett,Cardiology,5649896621,Surgery
Edwin Brewer,Cardiology,1412874642,Neurology
Gabrielle Frazier,General Medicine,7161095134,Neurology
Veronica Fritz,Radiology,0949651206,Neurology
Ronnie Williamson,Cardiology,0198470993,Surgery
Katherine Wilson,Neurology,5607155476,Cardiology
Karen Thomas,Neurology,3521776584,Neurology
Paula Owen,Radiology,0603969512,Surgery
Mariah Gonzalez,General Medicine,5241697451,Surgery
George Munoz,General Medicine,0965099252,Neurology
Brittany Davis,Cardiology,2834005748,Neurology
Joseph Reeves,Neurology,2742512823,General
Morgan Castillo,General Medicine,4026228148,Neurology
Jonathan James,Cardiology,0843838956,General
Sarah Taylor,Radiology,6099390545,Neurology
Karen Bauer,Radiology,2737184959,Neurology
Tommy Crawford,Neurology,7702906438,General
Richard Stevens,Cardiology,3862465730,Neurology
Tony Solis,General Medicine,0725999088,Surgery
Maureen Klein,Neurology,1198762166,Cardiology
Sean Smith,Cardiology,3506654512,Surgery
Joshua Olson,Cardiology,8395937852,Neurology
Shawn Randolph,Cardiology,8822732763,Surgery
Roberto Allen,Neurology,6104203740,Neurology
Maurice Cobb,General Medicine,7395308559,Neurology
Steven Phillips,Radiology,3491482355,General
Omar Perkins,Radiology,2814585513,Surgery
Jasmine Malone,Cardiology,6870660611,Surgery
William Brown,Neurology,0046200056,General
Gary Bass,Radiology,7398570861,Cardiology
Johnny Morales,Radiology,3089128366,General
Cassandra Wallace,Radiology,7693375264,Cardiology
Kevin Shaw,Radiology,1050277304,Cardiology
Rachel Mccoy,General Medicine,8666046325,General
James Liu,Radiology,4635478016,General
Lauren Rhodes,Neurology,2409119457,Cardiology
Jonathan Gaines,General Medicine,4509859785,General
Bradley Williams,Neurology,9424917830,Cardiology
Christine Lang,General Medicine,6952276547,General
Jose Harper,Cardiology,9687602574,General
Todd Francis,Cardiology,2559859971,Neurology
Olivia Johnson,Radiology,4738890431,General
Natasha Diaz,Cardiology,9773132631,Surgery
Veronica Page,Cardiology,8203845423,General
Matthew Brown,Radiology,1042423721,General
Patricia Hayes,Radiology,0028051651,Cardiology
Alison Stewart,Cardiology,8143573892,Cardiology
Jamie Kelly,Radiology,9673067703,Cardiology
John Silva,Cardiology,2066209067,Surgery
Briana Allen,Radiology,9654839511,Neurology
Edward Baker,Radiology,8041325485,Neurology
Christopher Burns,General Medicine,3489062310,Neurology
Robin Sweeney,Cardiology,4937634860,Neurology
Tristan Drake,Cardiology,9536967213,General
Steven Ellison,Neurology,3025183857,Neurology
Jason Grant,Neurology,9349997686,General
Angela Hall,General Medicine,7458956611,Cardiology
Evan Hall,General Medicine,2071467427,Neurology
Gregory Simon,Neurology,4632422969,Surgery
Jason Sanford,General Medicine,8366616531,Surgery
Danielle Ramos,General Medicine,5346630336,General
David Schultz,Neurology,2336013501,Neurology
Perry Malone,General Medicine,9992073143,Surgery
Lindsay Poole,Radiology,5244103765,Surgery
Michele Kirk,Cardiology,3077800374,General
Valerie Wright,General Medicine,6015132996,Cardiology
Vanessa Garcia,Neurology,5114904411,Cardiology
Kristine Bean,Cardiology,9369924026,Surgery
Jessica Cruz,General Medicine,4426952214,Surgery
Angela Schwartz,Cardiology,8860591805,Surgery
Jamie Nguyen,Neurology,0322561261,Neurology
Jonathan Brown,General Medicine,1524811179,General
Molly Lopez,General Medicine,0539620583,Neurology
Bianca Cline,General Medicine,3832525253,Neurology
William Stewart,Radiology,0794111477,General
Tracy Valencia,General Medicine,9396959875,General
Heidi Weaver,Neurology,7073298261,Neurology
Terry Monroe,Neurology,8950405193,Surgery
Heather Kim,Neurology,8678163171,General
Donna Callahan,Radiology,4448573250,General
James Pena,General Medicine,7082809202,General
Melanie Smith,General Medicine,9556352757,Cardiology
Julie Torres,Radiology,8924125140,Neurology
Margaret Bennett,General Medicine,2009689954,Neurology
Stephanie Ramirez,Neurology,7672041376,Neurology
William Hill,Cardiology,4840844187,Cardiology
Miss Cynthia Martin,General Medicine,1770311489,General
Michael Myers,Radiology,3979563374,Neurology
Tracy Martinez,General Medicine,1341564002,Cardiology
Jason Hodges,Cardiology,3072096540,Cardiology
Laura Moon,Cardiology,3303220502,Cardiology
Brian Flynn,Radiology,3952113270,General
Hannah Lloyd,Cardiology,7254064214,Surgery
Wendy Robinson,Cardiology,2151356410,Cardiology
Tina Green,General Medicine,2748461356,Surgery
George Yu,Cardiology,0442330729,General
Paula Fleming,General Medicine,0269639888,General
Kimberly Koch,Neurology,5565537706,Neurology
Shannon Chang,Neurology,1735906823,Cardiology
Lori Cisneros,General Medicine,0703980474,General
Carl Vazquez,General Medicine,3698905803,Neurology
Samantha Gonzalez,Neurology,1825759381,General
Kimberly King,Cardiology,5883147033,Neurology
Yolanda Wood,General Medicine,7866115348,Neurology
Jeffrey Mays,Cardiology,2765158565,General
Joel Haas,General Medicine,1186212885,Neurology
Anna Smith,General Medicine,9172506021,Neurology
Dr. Kimberly Williams,Neurology,9928112304,Cardiology
Kevin Howe,Radiology,4065311318,Cardiology
Benjamin Avila,Neurology,0777382471,Surgery
Kathleen Mills,Cardiology,9678844934,Neurology
Jennifer Holloway,Radiology,2467720199,Cardiology
David Young,Radiology,4108230889,Neurology
Angela Taylor,Neurology,7566974106,General
Lisa Howard,General Medicine,7235685126,General
Kristina Schroeder,Cardiology,1221762934,Surgery
Jennifer Scott,Radiology,5307005460,Neurology
Terry Rodriguez,Cardiology,5142416695,General
Charles Thompson,Radiology,0264858767,General
Stephen Mendoza,Radiology,3476777357,Surgery
Thomas Rubio,Neurology,4969029329,General
Richard Cook,Radiology,3682956603,Surgery
Mrs. Erin Blair,Cardiology,2933514260,Neurology
Matthew Davis,Radiology,8508602023,General
Brian Turner,Cardiology,8900828875,Cardiology
Jessica Anderson,Neurology,5482831322,Cardiology
Jason Watts,Radiology,7618224363,General
Thomas Oneal,Radiology,2583732348,Surgery
Victoria Welch,Neurology,5559162590,Surgery
Philip Valdez,Neurology,4813348623,General
Amy Banks,Neurology,6699931350,Neurology
John Flores,Cardiology,3216539506,Neurology
Kevin Clements,Cardiology,9105851797,General
Hunter Daniel,Neurology,8427703885,General
Julian Washington,Cardiology,0799348372,Cardiology
Charles Blevins,Cardiology,1931049434,General
Beverly Davis,General Medicine,3928311526,Cardiology
Dawn Chavez,Neurology,1541021097,Cardiology
Tara Burch,Neurology,0365909444,Cardiology
Steven White,Radiology,3732980750,Surgery
Stacey Proctor,General Medicine,2425391622,Cardiology
Alison Mendez,General Medicine,3154661774,Cardiology
Michael Green,General Medicine,2258367665,Neurology
Nicole Thomas,Neurology,6831686298,General
Benjamin Rose,Neurology,6926435631,Surgery
Cody Fisher,General Medicine,8597934302,General
David Wilson,General Medicine,8245482275,Neurology
Mrs. Angela Garcia DDS,Radiology,1084441637,General
Miss Rita Campbell,General Medicine,5906193144,Cardiology
Dr. Jeffery Brooks,General Medicine,4993646937,Neurology
Elizabeth Lee,Cardiology,7066928694,Surgery
Natalie Strong,General Medicine,6440760891,General
Angela Patel,Neurology,7563688825,Cardiology
Morgan Hale,General Medicine,1813325208,General
Travis Lopez,Neurology,3391754365,Neurology
Jared Lawson,Neurology,2715502461,Surgery
Monica Sims,Radiology,8887336030,Cardiology
Margaret Miller,Neurology,3371137184,Surgery
Samuel Brown,Cardiology,1810289794,General
Amy Williams,Neurology,7340397322,Neurology
Richard Gamble,Neurology,0235384881,General
Amanda Lam,General Medicine,1440356734,General
Allison Lloyd,Neurology,2562502001,Cardiology
Jesse Graham,General Medicine,1407441037,Neurology
Barbara Spencer,Radiology,3511238441,Surgery
Jermaine Nunez,Radiology,3603934074,Neurology
Dr. Steven Wu II,Neurology,8286990386,General
Colin Reese,Cardiology,2528841292,General
Karen Harris,Radiology,9386707700,General
Christopher Dalton,Radiology,1431336616,Neurology
Maria Miller,Neurology,9935253270,Cardiology
Melanie Garcia,General Medicine,7470458015,General
David Sharp,Cardiology,5484877118,General
John Reed,General Medicine,6457786645,Cardiology
Joel Smith,Cardiology,5246612586,Surgery
Tina Clark,General Medicine,0411234153,Neurology
Brianna Castillo,Radiology,2346422477,Cardiology
Katherine Brooks,General Medicine,8746194789,Cardiology
Amanda Barry,Radiology,8691988967,Neurology
Kevin Mcintyre,Neurology,2959143099,Surgery
Roger Wilson,Radiology,6551330028,Surgery
Andrew Kelley,Radiology,6977619110,General
Rebecca Valdez,Neurology,3829098214,Cardiology
Jennifer Reed,Neurology,5470745541,Neurology
Erin Gonzales,Radiology,8175535049,Neurology
Katrina Miller,General Medicine,6850827093,General
Jeremiah Martinez,Radiology,2384487367,General
Cindy Allen,Cardiology,0620107933,Neurology
Tyler Dalton,Neurology,4167173256,Cardiology
Frederick George,Cardiology,2359558124,General
Christopher Castro,General Medicine,4701366535,Cardiology
Tiffany Evans,Radiology,0633556264,Cardiology
Charlotte Collins,Cardiology,8829159012,Surgery
Jeffrey Fox,Radiology,4199327008,Surgery
David French,Cardiology,3373147513,Cardiology
Michelle Cortez,Radiology,2027553855,Cardiology
Sherry Robles,Cardiology,4210737268,General
Anthony Copeland,Radiology,2208329333,Surgery
Michael Kramer,Radiology,6489042351,Cardiology
Nicole Jackson,General Medicine,0779679186,Neurology
Rachel Terrell,Radiology,6799026636,Surgery
Frank Rosario,Neurology,5233927624,General
Jennifer Fisher,General Medicine,6809813730,Surgery
Juan Weber,Radiology,1944649340,General
James Lowe,General Medicine,6330552881,Neurology
Michelle Acosta,General Medicine,3336117675,Neurology
Thomas Elliott,Cardiology,9587001526,Neurology
Karen Hardy,Cardiology,1838464216,Cardiology
Taylor Wilson,Radiology,7835037746,General
James Zamora,Cardiology,7842647329,Cardiology
Alicia Mosley,General Medicine,5770362584,Neurology
Brandon Franklin,Cardiology,3869418150,General
Jeremy George,Cardiology,7794845425,Neurology
Danielle Houston,Cardiology,6109555901,Cardiology
Brian Simmons,Radiology,6351821055,Cardiology
Ronald Garcia,General Medicine,7980353779,Cardiology
Cody Brown,General Medicine,5900237290,General
Billy Hawkins,General Medicine,3992645518,General
Kevin Harrington,General Medicine,2167587298,Neurology
John Mendoza,General Medicine,1513988837,General
Andrew Harris,Cardiology,8611925714,General
Michael Ware Jr.,General Medicine,7949786651,General
Jonathon Ramos,Radiology,8613198341,Neurology
Micheal Rodriguez,General Medicine,6397747097,Surgery
Ryan Clark,Cardiology,1507328339,Neurology
Joshua Taylor,Radiology,5467675017,Surgery
Alicia Dunn,Cardiology,2585538499,Neurology
David Mcpherson,Cardiology,7628908867,General
Laura Lee,General Medicine,4791007579,Surgery
Gregory Mcmillan,Neurology,1815264856,Neurology
Carlos Cook,General Medicine,9958579211,General
April Lawrence,Cardiology,0078508100,Neurology
Teresa Cox,Cardiology,0280170874,General
Martin Hart,Radiology,9856085389,Neurology
Anne Harrington,Cardiology,8358815463,Neurology
Brandi Morrison,Neurology,7368161807,Cardiology
Christopher Fry,Cardiology,9447965277,Surgery
William Roberts,Cardiology,8523406728,General
Dana Zhang,Cardiology,5115958667,General
Jennifer Reed,General Medicine,8157566517,Surgery
Jonathan Taylor,Neurology,7686481310,Cardiology
Nicole Smith,Radiology,8009243087,General
Christina Graham,Cardiology,2700707302,General
Cody Dudley,Radiology,6966150125,Neurology
Kristina Sanchez,General Medicine,3090103134,General
Anne Miller,Radiology,0967551174,Neurology
Marisa Holmes,Neurology,7779047110,Cardiology
Zachary King,Cardiology,5244888772,General
Sarah Cook,Cardiology,0875706139,Cardiology
Andrea Williams,General Medicine,9729528805,Neurology
Daniel Anderson,Radiology,8953760350,Cardiology
Marcus Love,Cardiology,3804861030,General
Sarah Miller,General Medicine,3552426229,General
Francisco Sherman,Cardiology,1878436837,Neurology
Tina Stuart,Neurology,5295421899,General
Robert Stafford,General Medicine,0440340485,Cardiology
Samantha Mcguire,Radiology,5194895403,Cardiology
Kyle Ruiz,Cardiology,0220222577,Neurology
Michele Paul,Neurology,0568039746,Neurology
Rebecca Garcia,Neurology,4531196432,General
Emily Hines,Neurology,4824420890,Surgery
Barbara Larsen,Neurology,5915052228,Cardiology
Jennifer Dawson,Cardiology,7249842742,Surgery
Meghan Blackburn,Radiology,7889695393,General
Laura Hall,General Medicine,3584957587,Neurology
Timothy Myers,Cardiology,9610658608,Surgery
Joseph Reid,General Medicine,9040147940,Surgery
Edward Pham,Neurology,8976013365,Neurology
Sharon Davis,Neurology,7123625156,Neurology
Deborah Barry,Neurology,6733985505,General
Frank Davis,Cardiology,5226137384,Cardiology
Shelly Collins,Cardiology,6792951994,Neurology
Jennifer Chen,Radiology,9371765220,Surgery
Christopher Donaldson,Neurology,6511633800,Cardiology
Brooke Jackson,Cardiology,2896276014,Neurology
Michael Decker,Neurology,3828612262,Neurology
Jasmine Tucker,Cardiology,3800698650,Neurology
John Williams,Neurology,5465478365,General
Peggy Knight,General Medicine,2170705521,Cardiology
Joshua Cox,Neurology,4620168862,Surgery
Ethan Harper,Neurology,2059530391,Cardiology
Wesley Maldonado,Neurology,1997611470,Neurology
Charles Little,Neurology,7764909100,Neurology
Blake Watson,Neurology,7458166049,General
Kevin Thompson,Cardiology,0519061132,Surgery
Jennifer Swanson,Radiology,0412980458,Surgery
Alexis Suarez,General Medicine,1512097924,Surgery
Andrew Forbes,Radiology,6000166756,Cardiology
Jamie Barnes,Cardiology,3279002243,General
Michele Powell,Radiology,2561650861,Cardiology
Vincent Howard,Cardiology,3348448297,General
Jonathan Mcdonald,Radiology,2490457934,Cardiology
Regina Matthews,Neurology,5999474734,Cardiology
Daniel Robertson,Radiology,2099946020,Cardiology
Amanda Patel,General Medicine,4653891771,General
Jeffrey Bryan,Cardiology,9539936737,Surgery
Alexandria Mcfarland DVM,Cardiology,2088600609,Neurology
Katrina Mendez,General Medicine,0434475758,Surgery
Alexandra Carter,Radiology,9515119104,Surgery
Elizabeth Guerrero,Radiology,3852006887,General
Timothy Patterson,Neurology,1444007071,General
Mitchell Hernandez,Neurology,2249285641,Surgery
Heather Greene,Cardiology,5192100572,Cardiology
Allison Harrell,General Medicine,6313999770,General
Stephanie Garcia,Cardiology,9594113748,General
Kristy Rush,Cardiology,3819517198,Cardiology
Sarah Martin,Neurology,8812661943,General
Brian Jones,Neurology,1375900497,General
Destiny Wallace,Cardiology,7430422194,Cardiology
Heather Peterson,General Medicine,2363235339,Neurology
Misty Rodriguez,General Medicine,0000572325,Cardiology
Michael Lewis,Cardiology,0776546757,Cardiology
Heather Palmer,Neurology,7114265265,Neurology
Kristen Patel,General Medicine,6702703445,Neurology
Mark Snyder,Radiology,0046306670,General
Dawn Gregory,Radiology,0541942234,General
Katie Harrison,Cardiology,9035997279,Cardiology
Gloria Lee,Radiology,4933402457,Surgery
Mrs. Traci Sims,Neurology,1252957025,Cardiology
Tim Price,General Medicine,0207775575,Surgery
Yolanda Stewart,Cardiology,1706116009,Neurology
Mr. Trevor Walker,Cardiology,0784951224,Neurology
Erik Johnson,General Medicine,5867976192,Surgery
Edward Huerta,General Medicine,0443340484,Surgery
Angela Roman,Neurology,4134791559,Cardiology
Andrea Green,Neurology,9107240268,Neurology
Jennifer Johnson,Radiology,7980821035,Surgery
Christopher Moore,Cardiology,6769242719,Neurology
Kristy Hodges,Cardiology,4582356166,General
Linda Brown,General Medicine,8349661611,Surgery
Michele Powers,General Medicine,5104514291,Neurology
Thomas Ellis,Neurology,8503601243,Cardiology
Michael Jackson,Neurology,7981089325,Cardiology
Carlos Mcguire,Radiology,0039087404,Neurology
Keith Copeland,Radiology,6533421547,Surgery
Stephen Duncan,Radiology,9562492968,General
Sharon Young,General Medicine,7872408218,Neurology
Joseph Harris,General Medicine,3167445378,Cardiology
Steven Austin,Cardiology,3917682397,Cardiology
Erin Gomez,Radiology,3021273332,Neurology
Kim Carlson,Cardiology,7984101416,Surgery
Steven Cruz,General Medicine,7962071677,General
Ricardo Rodriguez,Cardiology,6366433615,Neurology
Margaret Buckley,General Medicine,8346081585,Surgery
Zachary Li,General Medicine,8483333773,Surgery
Kevin Kelly,General Medicine,6537230996,Cardiology
Jason Walsh,Neurology,0628755696,Neurology
Leslie Shaffer,Radiology,1395850091,Surgery
Christopher Lyons,Cardiology,1744891314,General
Melanie Branch,Cardiology,6940607543,Cardiology
Sarah Spears,General Medicine,7064631911,Neurology
Sydney Martinez,Cardiology,1214160738,Neurology
Thomas Rodriguez,Radiology,7312053672,Neurology
Elizabeth Thomas,Radiology,4637476645,Cardiology
Robert Hanson,Cardiology,8795000931,Cardiology
Dawn Nicholson,Radiology,2911051910,Neurology
Sarah Cisneros,General Medicine,6677015120,Neurology
Adam Mahoney,Radiology,9112824067,Cardiology
Jennifer Day,Radiology,1953349795,General
Gregory Shaw,General Medicine,7360700689,General
Nicholas Dennis,Cardiology,6060938731,Surgery
Luke Murphy,Neurology,7681854603,Neurology
Brittney Murray,Neurology,2734357647,Neurology
Aaron Black,Neurology,5302133305,Cardiology
Mrs. Haley Duncan,General Medicine,5306927478,Neurology
Sherry Dillon,Radiology,6061823457,General
Rebecca Warner,Cardiology,2678456256,General
Jake Rose,General Medicine,4303525936,Cardiology
Ronald Martinez,Cardiology,3730479000,Cardiology
Ronald Watts,General Medicine,2857495919,Surgery
Regina Trujillo DDS,General Medicine,6748548703,General
Pam Salazar,Radiology,6068675765,General
Lauren Strickland,Neurology,1332116289,Surgery
Marissa Green,Radiology,5347641271,Neurology
Timothy Estes,General Medicine,9408610871,Neurology
Tony Ruiz,Cardiology,3494252510,Surgery
Robert Johnson,Cardiology,2399508315,Surgery
Tyrone Tate,Radiology,0983469260,Surgery
Traci Porter,Neurology,1430505225,Cardiology
Amanda Morgan,General Medicine,1695830356,Neurology
William White,Radiology,6596056100,General
Ricky Wilson,Cardiology,3523912392,Cardiology
Brianna Nguyen,General Medicine,2262907886,General
Jessica Cochran,Neurology,4799854075,Surgery
Stephanie Riley,General Medicine,2740699256,Cardiology
Kathleen Sellers,Neurology,1114737804,Surgery
James Martinez,Radiology,9681820122,Cardiology
Jonathan Mitchell,General Medicine,7963121925,General
Mariah Ray,General Medicine,5116058645,General
Sean Mathews,General Medicine,1423210239,Neurology
Chelsea Thomas,Neurology,6563532182,Cardiology
Sharon Pratt DVM,Radiology,3065889113,Neurology
Tina Moore,General Medicine,1433196857,Surgery
Chase Stewart,Cardiology,7259261119,Cardiology
Ashley Ball,General Medicine,6378343908,General
Tommy Short,Neurology,3375735067,General
Joseph Bailey,Neurology,7622187883,Surgery
Jessica Mathews,Radiology,6725796036,General
Bryan Moore,Radiology,4043268199,General
William Patel MD,Neurology,5084967913,General
Jill Bell,Cardiology,0958067566,Surgery
Cameron Shields,Cardiology,7323189355,Surgery
